row_id,embedding_seperated,embedding_model_name,sentence_embedding_method,feature_engenearing,grading_model,dataset_name,dataset_split,seed_data_split,shots,epochs,finished_pred,last_pred_index,time_stamp,rmse,pears_correlation,p_value,accuracy,precision_macro,recall_macro,f1_macro,precision_micro,recall_micro,f1_micro,precision_weighted,recall_weighted,f1_weighted
1441,True,BERT,add,cosine_similarity,Linear Regression,english_language_arts,validation,42,0,0,True,362,2023-05-29 16:51:19,0.6879473833141289,0.3858625774539596,2.4676700837594532e-14,0.4765840220385675,0.5553627407075683,0.2986474883363688,0.2433147744564516,0.4765840220385675,0.4765840220385675,0.4765840220385675,0.6866480626811206,0.4765840220385675,0.3865932219454351
1442,True,BERT,add,cosine_similarity,Ridge Regression,english_language_arts,validation,42,0,0,True,362,2023-05-29 16:51:19,0.6889121612060676,0.3858625774539598,2.4676700837594532e-14,0.4573002754820937,0.308108371503752,0.2850497570006943,0.2175536881419234,0.4573002754820937,0.4573002754820937,0.4573002754820937,0.5011808868423941,0.4573002754820937,0.3506673560149496
1443,True,conceptnet,avg,cosine_similarity,Isotonic Regression,neural_course,validation,42,0,0,True,64,2023-05-29 16:51:19,0.6390059229633936,0.4425483505117324,0.000223142265382,0.3692307692307692,0.453125,0.375,0.2503192848020434,0.3692307692307692,0.3692307692307692,0.3692307692307692,0.2502403846153846,0.3692307692307692,0.2144414972001178
1444,True,conceptnet,avg,cosine_similarity,Linear Regression,neural_course,validation,42,0,0,True,64,2023-05-29 16:51:19,0.7006164690174946,-0.5035947691015481,1.9013485813897563e-05,0.3538461538461538,0.1179487179487179,0.3333333333333333,0.1742424242424242,0.3538461538461538,0.3538461538461538,0.3538461538461538,0.125207100591716,0.3538461538461538,0.1849650349650349
1445,True,conceptnet,avg,cosine_similarity,Ridge Regression,neural_course,validation,42,0,0,True,64,2023-05-29 16:51:19,0.7003026169680249,-0.5035947691015484,1.9013485813897248e-05,0.3538461538461538,0.1179487179487179,0.3333333333333333,0.1742424242424242,0.3538461538461538,0.3538461538461538,0.3538461538461538,0.125207100591716,0.3538461538461538,0.1849650349650349
1446,True,conceptnet,avg,cosine_similarity,Isotonic Regression,concatenated_datasets,validation,42,0,0,True,3754,2023-05-29 16:51:19,0.7788358987319765,0.3770613433997405,3.6310270731151417e-127,0.474034620505992,0.2382198169960614,0.2371131783795043,0.2285119936759502,0.474034620505992,0.474034620505992,0.474034620505992,0.498008602365085,0.474034620505992,0.4667269087360555
1447,True,conceptnet,avg,cosine_similarity,Linear Regression,concatenated_datasets,validation,42,0,0,True,3754,2023-05-29 16:51:20,0.7843480735496204,0.3604942359439863,1.2766062890775273e-115,0.4750998668442077,0.2406045324151498,0.2392398830566904,0.2311991413264963,0.4750998668442077,0.4750998668442077,0.4750998668442077,0.500080152271025,0.4750998668442077,0.4688233854505767
1448,True,conceptnet,avg,cosine_similarity,Ridge Regression,concatenated_datasets,validation,42,0,0,True,3754,2023-05-29 16:51:20,0.7843497945697514,0.3604942359439863,1.2766062890769469e-115,0.4753661784287616,0.2407691726242657,0.2393810063984911,0.2313246117668475,0.4753661784287616,0.4753661784287616,0.4753661784287616,0.5002710378672652,0.4753661784287616,0.4690121522991023
1449,True,conceptnet,avg,cosine_similarity,Isotonic Regression,concatenated_domains,validation,42,0,0,True,2012,2023-05-29 16:51:21,0.9829542589689916,0.4142866947887803,2.5387112238173386e-84,0.3204172876304024,0.2301342630075286,0.2021893283542355,0.1634944949972471,0.3204172876304024,0.3204172876304024,0.3204172876304024,0.4269709762392462,0.3204172876304024,0.2738460811488981
1450,True,conceptnet,avg,cosine_similarity,Linear Regression,concatenated_domains,validation,42,0,0,True,2012,2023-05-29 16:51:21,0.9947577579757804,0.3900319755890576,3.940674665671516e-74,0.3219076005961251,0.2627816963298259,0.2100282035711595,0.167053369821894,0.3219076005961251,0.3219076005961251,0.3219076005961251,0.4405771671812933,0.3219076005961251,0.2625162734518738
1451,True,conceptnet,avg,cosine_similarity,Ridge Regression,concatenated_domains,validation,42,0,0,True,2012,2023-05-29 16:51:22,0.9947903039189468,0.3900319755890576,3.940674665671516e-74,0.3219076005961251,0.2627816963298259,0.2100282035711595,0.167053369821894,0.3219076005961251,0.3219076005961251,0.3219076005961251,0.4405771671812933,0.3219076005961251,0.2625162734518738
1452,True,conceptnet,avg,cosine_similarity,Isotonic Regression,texas,validation,42,0,0,True,227,2023-05-29 16:51:22,0.9347971170762946,0.4169872883493998,5.267777795540187e-11,0.4605263157894737,0.2348577112004222,0.2281567549558554,0.1988848390176169,0.4605263157894737,0.4605263157894737,0.4605263157894737,0.5854096024374662,0.4605263157894737,0.4442693560247924
1453,True,conceptnet,avg,cosine_similarity,Linear Regression,texas,validation,42,0,0,True,227,2023-05-29 16:51:22,0.934679725875366,0.4160735778812939,5.857775595703292e-11,0.4649122807017544,0.240115469519443,0.2343146608513925,0.2059651817716334,0.4649122807017544,0.4649122807017544,0.4649122807017544,0.5892963687874807,0.4649122807017544,0.4516095345891611
1454,True,conceptnet,avg,cosine_similarity,Ridge Regression,texas,validation,42,0,0,True,227,2023-05-29 16:51:22,0.9343804698291102,0.4160735778812939,5.857775595703292e-11,0.4605263157894737,0.2338900134952767,0.2270682840397982,0.1990834983222256,0.4605263157894737,0.4605263157894737,0.4605263157894737,0.5850846118332267,0.4605263157894737,0.4470137377407994
1455,True,conceptnet,avg,cosine_similarity,Isotonic Regression,english,validation,42,0,0,True,539,2023-05-29 16:51:22,0.749421942020555,0.4642432535970472,3.228334091911892e-30,0.4592592592592592,0.5762791286727457,0.4840512303424508,0.4612983705560766,0.4592592592592592,0.4592592592592592,0.4592592592592592,0.5966682145671507,0.4592592592592592,0.4585750771236898
1456,True,conceptnet,avg,cosine_similarity,Linear Regression,english,validation,42,0,0,True,539,2023-05-29 16:51:22,0.7563808248325489,0.4479880353823522,5.150581612829289e-28,0.3851851851851852,0.4746133644587103,0.3124052035106655,0.2550798302635846,0.3851851851851852,0.3851851851851852,0.3851851851851852,0.6557965610781484,0.3851851851851852,0.3389053423541587
1457,True,conceptnet,avg,cosine_similarity,Ridge Regression,english,validation,42,0,0,True,539,2023-05-29 16:51:22,0.7562166250521672,0.4479880353823521,5.1505816128295805e-28,0.3833333333333333,0.472467297195558,0.3109346152753714,0.2525428281068525,0.3833333333333333,0.3833333333333333,0.3833333333333333,0.6531167436964539,0.3833333333333333,0.3357358261281025
1458,True,conceptnet,avg,cosine_similarity,Isotonic Regression,science,validation,42,0,0,True,686,2023-05-29 16:51:22,1.1275578926388006,0.2604148112324365,4.114434509749021e-12,0.3056768558951965,0.3337641394245167,0.2282517619516938,0.2040288121047971,0.3056768558951965,0.3056768558951965,0.3056768558951965,0.3800866541659158,0.3056768558951965,0.2709895976741157
1459,True,conceptnet,avg,cosine_similarity,Linear Regression,science,validation,42,0,0,True,686,2023-05-29 16:51:22,1.144492547520512,0.2019908627450744,9.30421664308167e-08,0.3056768558951965,0.1672090439799312,0.2216672748602914,0.1841097510411989,0.3056768558951965,0.3056768558951965,0.3056768558951965,0.2224191260799558,0.3056768558951965,0.2524550292354435
1460,True,conceptnet,avg,cosine_similarity,Ridge Regression,science,validation,42,0,0,True,686,2023-05-29 16:51:23,1.1444358176786458,0.2019908627450745,9.30421664308167e-08,0.3056768558951965,0.1672090439799312,0.2216672748602914,0.1841097510411989,0.3056768558951965,0.3056768558951965,0.3056768558951965,0.2224191260799558,0.3056768558951965,0.2524550292354435
1461,True,conceptnet,avg,cosine_similarity,Isotonic Regression,beetle,validation,42,0,0,True,661,2023-05-29 16:51:23,0.4523009989660276,0.41946742499235,1.3503717687722137e-29,0.6812688821752266,0.6883748286765737,0.661333555161195,0.6596069257106651,0.6812688821752266,0.6812688821752266,0.6812688821752266,0.6863523669800365,0.6812688821752266,0.6692056369584349
1462,True,conceptnet,avg,cosine_similarity,Linear Regression,beetle,validation,42,0,0,True,661,2023-05-29 16:51:23,0.45603043817062,0.4056173609349048,1.3139608614621472e-27,0.6888217522658611,0.6865357643758765,0.6770186335403727,0.678249544643784,0.6888217522658611,0.6888217522658611,0.6888217522658611,0.6875548192183997,0.6888217522658611,0.6847690726773982
1463,True,conceptnet,avg,cosine_similarity,Ridge Regression,beetle,validation,42,0,0,True,661,2023-05-29 16:51:23,0.4560679839235862,0.4056173609349049,1.3139608614620724e-27,0.6888217522658611,0.6865357643758765,0.6770186335403727,0.678249544643784,0.6888217522658611,0.6888217522658611,0.6888217522658611,0.6875548192183997,0.6888217522658611,0.6847690726773982
